Ligand	1_Energy	Mass
ZINC72234513	-7,4	323,294
ZINC68355973	-7,4	315,215
ZINC73950087	-7,4	342,317
ZINC69618445	-7,4	319,259
ZINC53597990	-7,4	317,264
ZINC72426161	-7,4	357,69
ZINC77392279	-7,4	299,248
ZINC35442854	-7,4	255,192
ZINC36972897	-7,4	273,612
ZINC73744150	-7,4	307,248
ZINC80189388	-7,4	205,172
ZINC73989603	-7,4	341,265
ZINC73686926	-7,4	363,24
ZINC84620885	-7,4	338,284
ZINC40478797	-7,4	300,684
ZINC01507301	-7,4	368,005
ZINC78354067	-7,4	337,295
ZINC81005943	-7,4	338,284
ZINC72619271	-7,4	351,253
ZINC78560951	-7,4	328,676
ZINC76382833	-7,4	298,18
ZINC77461141	-7,4	332,322
ZINC56641446	-7,4	312,288
ZINC91397311	-7,4	278,064
ZINC52641211	-7,4	280,222
ZINC83873830	-7,4	328,266
ZINC87487214	-7,4	300,277
ZINC75721864	-7,4	337,23
ZINC41511504	-7,4	360,329
ZINC91460172	-7,4	273,21
ZINC87129421	-7,4	339,314
ZINC35375599	-7,4	331,249
ZINC91787391	-7,4	322,097
ZINC92563224	-7,4	317,261
ZINC09503249	-7,4	262,243
ZINC04091813	-7,4	337,362
ZINC93279470	-7,4	293,218
ZINC94063675	-7,4	310,109
ZINC92938731	-7,4	273,233
ZINC93925064	-7,4	251,2
ZINC93477519	-7,4	324,279
ZINC94483166	-7,4	228,254
ZINC93704688	-7,4	278,226
ZINC94448780	-7,4	213,175
ZINC09366116	-7,4	201,591
ZINC15973867	-7,4	354,281
ZINC22405686	-7,4	350,29
ZINC21497180	-7,4	307,31
ZINC31754721	-7,4	329,222
ZINC12194724	-7,4	380,298
ZINC00383541	-7,4	249,208
ZINC25944765	-7,4	309,217
ZINC36988344	-7,4	220,182
ZINC86189976	-7,4	323,291
ZINC37432169	-7,4	261,15
ZINC05295955	-7,4	206,183
ZINC42566898	-7,4	257,208
ZINC55094859	-7,4	268,211
ZINC40526965	-7,4	320,243
ZINC05059994	-7,4	358,199
ZINC40506246	-7,4	284,187
ZINC40781457	-7,4	360,152
ZINC04689599	-7,4	283,203
ZINC67472991	-7,4	318,678
ZINC27157289	-7,4	340,278
ZINC74857484	-7,4	298,212
ZINC72234514	-7,4	323,294
ZINC34255788	-7,4	392,283
ZINC77700567	-7,4	303,667
ZINC72479162	-7,4	342,249
ZINC76545663	-7,4	324,2
ZINC69090120	-7,4	413,638
ZINC77322557	-7,4	311,236
ZINC80946190	-7,4	299,2
ZINC55904839	-7,4	348,551
ZINC78842469	-7,4	310,231
ZINC78507200	-7,4	334,719
ZINC79392496	-7,4	280,626
ZINC86357156	-7,4	197,196
ZINC79833899	-7,4	321,295
ZINC86828062	-7,4	218,215
ZINC77972626	-7,4	411,356
ZINC78748137	-7,4	318,224
ZINC71963217	-7,4	413,285
ZINC91554845	-7,4	231,193
ZINC08725391	-7,4	350,229
ZINC91179603	-7,4	348,27
ZINC92126089	-7,4	276,233
ZINC89221332	-7,4	330,259
ZINC92381321	-7,4	276,656
ZINC92810292	-7,4	348,71
ZINC89559298	-7,4	284,234
ZINC91261252	-7,4	260,078
ZINC89906619	-7,4	317,24
ZINC01111421	-7,4	406,832
ZINC92625077	-7,4	341,099
ZINC92618132	-7,4	325,265
ZINC94409108	-7,4	251,2
ZINC94377076	-7,4	272,173
ZINC91591966	-7,4	256,177
ZINC93431057	-7,4	273,184
ZINC94771419	-7,4	229,197
ZINC92917082	-7,4	333,205
ZINC94875049	-7,4	279,301
ZINC94867938	-7,4	266,62
ZINC89928279	-7,4	334,25
ZINC92397149	-7,4	322,236
ZINC92728926	-7,4	321,659
ZINC93668728	-7,4	270,204
ZINC94486976	-7,4	266,25
ZINC72431055	-7,4	343,233
ZINC94960606	-7,4	230,201
ZINC93691030	-7,4	328,67
ZINC94699591	-7,4	263,662
ZINC94821482	-7,4	276,656
ZINC94359954	-7,4	295,278
ZINC94637655	-7,4	293,236
ZINC92470616	-7,4	325,265
ZINC03881816	-7,4	223,144
ZINC94160096	-7,4	291,671
ZINC13624731	-7,4	262,181
ZINC95460791	-7,4	349,263
ZINC29576811	-7,4	285,241
ZINC10155555	-7,4	311,083
ZINC72639398	-7,4	339,242
ZINC76285692	-7,4	339,21
ZINC21984762	-7,4	213,129
ZINC12575291	-7,4	270,248
ZINC08995502	-7,4	322,303
ZINC04003427	-7,4	251,2
ZINC11695520	-7,4	374,746
ZINC02336633	-7,4	239,214
ZINC19309937	-7,4	352,714
ZINC27336316	-7,4	372,343
ZINC13324248	-7,4	262,184
ZINC19789460	-7,4	288,221
ZINC42725369	-7,4	240,155
ZINC15783032	-7,4	411,378
ZINC04385433	-7,4	344,737
ZINC00938044	-7,4	363,195
ZINC09192249	-7,4	351,708
ZINC15774856	-7,4	468,167
ZINC11008800	-7,4	288,269
ZINC44456853	-7,4	355,29
ZINC92239140	-7,4	285,285
ZINC19221485	-7,4	317,246
ZINC33352297	-7,4	461,418
ZINC05342051	-7,4	331,246
ZINC93811520	-7,4	366,295
ZINC94675887	-7,4	227,178
ZINC15859355	-7,4	434,323
ZINC28874886	-7,4	231,167
ZINC69563724	-7,4	240,135
ZINC12523850	-7,4	339,269
ZINC68969897	-7,4	301,067
ZINC69158148	-7,4	374,358
ZINC13006184	-7,4	324,198
ZINC10900157	-7,4	344,242
ZINC67834340	-7,4	333,262
ZINC71924693	-7,4	411,712
ZINC73738150	-7,4	252,146
ZINC07208263	-7,4	255,189
ZINC70686078	-7,4	315,268
ZINC38829289	-7,4	364,297
ZINC76573926	-7,4	315,629
ZINC77801211	-7,4	336,31
ZINC80987713	-7,4	306,237
ZINC76401360	-7,4	254,229
ZINC77488616	-7,4	236,233
ZINC85942526	-7,4	205,12
ZINC76307617	-7,4	320,688
ZINC52103029	-7,4	301,668
ZINC86915578	-7,4	205,172
ZINC85657346	-7,4	243,071
ZINC78354069	-7,4	337,295
ZINC83295001	-7,4	236,23
ZINC85580114	-7,4	312,288
ZINC84381171	-7,4	311,074
ZINC80413561	-7,4	246,161
ZINC91567674	-7,4	260,231
ZINC81812691	-7,4	344,676
ZINC91460174	-7,4	322,219
ZINC83733744	-7,4	346,229
ZINC82138274	-7,4	304,224
ZINC91279004	-7,4	271,702
ZINC89513456	-7,4	310,225
ZINC91149264	-7,4	280,234
ZINC80326086	-7,4	325,235
ZINC91495851	-7,4	237,197
ZINC78700769	-7,4	317,328
ZINC92052208	-7,4	291,225
ZINC90370810	-7,4	316,243
ZINC92424789	-7,4	294,226
ZINC92852647	-7,4	289,232
ZINC92765129	-7,4	234,174
ZINC93023188	-7,4	311,28
ZINC92563226	-7,4	317,261
ZINC93755368	-7,4	324,09
ZINC94448782	-7,4	213,175
ZINC94777500	-7,4	273,19
ZINC20074952	-7,4	222,613
ZINC19745730	-7,4	279,214
ZINC21497182	-7,4	307,31
ZINC21149077	-7,4	289,205
ZINC16968823	-7,4	390,579
ZINC20413291	-7,4	403,161
ZINC32899428	-7,4	300,232
ZINC31022295	-7,4	353,294
ZINC19592935	-7,4	397,35
ZINC13323689	-7,4	333,686
ZINC26942368	-7,4	295,213
ZINC39404612	-7,4	350,249
ZINC36046872	-7,4	368,285
ZINC00121519	-7,4	221,147
ZINC09502091	-7,4	336,33
ZINC67488632	-7,4	347,134
ZINC48349426	-7,4	289,232
ZINC05306345	-7,4	225,207
ZINC45696540	-7,4	289,274
ZINC00371469	-7,4	295,281
ZINC76645618	-7,4	288,217
ZINC65255382	-7,4	318,249
ZINC66215963	-7,4	317,263
ZINC45577721	-7,4	274,259
ZINC05947279	-7,4	325,216
ZINC41873368	-7,4	288,248
ZINC55472333	-7,4	288,261
ZINC26267109	-7,4	319,235
ZINC52526428	-7,4	361,288
ZINC84838851	-7,4	320,26
ZINC38607619	-7,4	440,333
ZINC07054395	-7,4	313,7
ZINC72245481	-7,4	301,668
ZINC07058824	-7,4	366,716
ZINC43452086	-7,4	265,21
ZINC80168601	-7,4	285,214
ZINC81275348	-7,4	277,307
ZINC23239826	-7,4	354,707
ZINC86905583	-7,4	200,153
ZINC77472301	-7,4	306,213
ZINC74614203	-7,4	346,259
ZINC80910149	-7,4	342,361
ZINC83575582	-7,4	254,632
ZINC91718984	-7,4	264,191
ZINC79999284	-7,4	338,689
ZINC79713784	-7,4	310,249
ZINC89491722	-7,4	244,192
ZINC88719604	-7,4	286,203
ZINC80792173	-7,4	348,257
ZINC82166412	-7,4	334,248
ZINC93333119	-7,4	224,152
ZINC12650844	-7,4	165,151
ZINC93902111	-7,4	338,092
ZINC88535910	-7,4	273,203
ZINC93393545	-7,4	280,237
ZINC94887140	-7,4	231,17
ZINC93730335	-7,4	225,209
ZINC93072870	-7,4	232,155
ZINC91893813	-7,4	267,188
ZINC92815100	-7,4	279,214
ZINC89227225	-7,4	302,676
ZINC12580831	-7,4	250,243
ZINC95036838	-7,4	242,193
ZINC17111686	-7,4	330,097
ZINC93431059	-7,4	275,203
ZINC93355824	-7,4	295,281
ZINC93475063	-7,4	268,234
ZINC92239141	-7,4	374,133
ZINC03555828	-7,4	263,659
ZINC09254920	-7,4	390,746
ZINC78560954	-7,4	256,634
ZINC30647487	-7,4	300,256
ZINC12374982	-7,4	347,171
ZINC91698096	-7,4	336,258
ZINC03008346	-7,4	415,345
ZINC26780030	-7,4	363,74
ZINC41873369	-7,4	288,248
ZINC48234705	-7,4	371,237
ZINC80230796	-7,4	329,749
ZINC05678733	-7,4	375,532
ZINC32932510	-7,4	321,384
ZINC90035694	-7,4	262,227
ZINC39430478	-7,4	414,319
ZINC13789637	-7,4	377,336
ZINC66132397	-7,4	301,24
ZINC02436311	-7,4	449,31
ZINC45209607	-7,4	322,262
ZINC25418012	-7,4	281,23
ZINC67257888	-7,4	325,287
ZINC38705139	-7,4	408,309
ZINC66117368	-7,4	276,23
ZINC23115710	-7,4	291,289
ZINC06742134	-7,4	331,129
ZINC72324721	-7,4	281,068
ZINC71260040	-7,4	300,118
ZINC53380199	-7,4	305,276
ZINC64552073	-7,4	261,171
ZINC73624015	-7,4	297,229
ZINC73654379	-7,4	215,167
ZINC76178924	-7,4	343,702
ZINC69807959	-7,4	259,244
ZINC73661827	-7,4	308,23
ZINC77322560	-7,4	361,252
ZINC77107661	-7,4	262,181
ZINC42912827	-7,4	360,312
ZINC77258120	-7,4	230,159
ZINC68941660	-7,4	322,256
ZINC54850147	-7,4	316,659
ZINC77187381	-7,4	314,265
ZINC27154536	-7,4	286,229
ZINC79412583	-7,4	280,199
ZINC78445839	-7,4	311,208
ZINC79144858	-7,4	337,286
ZINC78354071	-7,4	337,295
ZINC79558656	-7,4	307,243
ZINC67898782	-7,4	245,197
ZINC78868950	-7,4	318,249
ZINC87169265	-7,4	210,139
ZINC89397910	-7,4	317,328
ZINC87255238	-7,4	311,28
ZINC80399697	-7,4	348,254
ZINC84410188	-7,4	346,131
ZINC90127857	-7,4	292,21
ZINC89777553	-7,4	306,256
ZINC90143310	-7,4	322,239
ZINC89483403	-7,4	335,238
ZINC90460371	-7,4	317,307
ZINC91165266	-7,4	332,222
ZINC92533721	-7,4	269,649
ZINC92519260	-7,4	332,298
ZINC92497168	-7,4	326,678
ZINC92817916	-7,4	266,282
ZINC93318257	-7,4	324,658
ZINC94094008	-7,4	243,196
ZINC93213207	-7,4	255,212
ZINC93519487	-7,4	227,202
ZINC11588976	-7,4	255,66
ZINC93908748	-7,4	365,731
ZINC04206212	-7,4	211,587
ZINC74605532	-7,4	315,215
ZINC31432956	-7,4	325,287
ZINC95446271	-7,4	284,26
ZINC93447624	-7,4	271,212
ZINC94425279	-7,4	244,184
ZINC78833823	-7,4	325,224
ZINC93477523	-7,4	342,221
ZINC92640991	-7,4	343,23
ZINC22405690	-7,4	339,08
ZINC41194625	-7,4	238,182
ZINC95036839	-7,4	242,193
ZINC27533597	-7,4	326,336
ZINC95497389	-7,4	323,242
ZINC41642044	-7,4	312,239
ZINC49376252	-7,4	336,077
ZINC19578471	-7,4	340,26
ZINC42770584	-7,4	292,091
ZINC60632306	-7,4	320,648
ZINC49461714	-7,4	220,164
ZINC41782204	-7,4	280,243
ZINC65607286	-7,4	315,275
ZINC89311541	-7,4	274,239
ZINC45790853	-7,4	278,206
ZINC40526969	-7,4	261,196
ZINC93542646	-7,4	349,736
ZINC66868606	-7,4	354,691
ZINC93465072	-7,4	239,216
ZINC72781389	-7,4	250,193
ZINC12367067	-7,4	224,622
ZINC71747445	-7,4	304,247
ZINC26514317	-7,4	352,276
ZINC77241266	-7,4	258,172
ZINC76645619	-7,4	288,217
ZINC77743999	-7,4	291,225
ZINC76115236	-7,4	336,738
ZINC78210351	-7,4	323,291
ZINC77494919	-7,4	339,29
ZINC78091045	-7,4	262,248
ZINC79048399	-7,4	281,23
ZINC79144859	-7,4	337,286
ZINC79721890	-7,4	302,228
ZINC80145144	-7,4	274,259
ZINC86014855	-7,4	205,152
ZINC84656391	-7,4	262,23
ZINC80953600	-7,4	282,259
ZINC83295004	-7,4	302,246
ZINC86600202	-7,4	199,191
ZINC82293157	-7,4	217,183
ZINC84281648	-7,4	323,294
ZINC89406578	-7,4	227,178
ZINC56044464	-7,4	349,346
ZINC85407609	-7,4	320,243
ZINC87283407	-7,4	253,196
ZINC00174522	-7,4	222,227
ZINC92210705	-7,4	290,709
ZINC91662499	-7,4	288,239
ZINC91292864	-7,4	274,169
ZINC91105679	-7,4	288,165
ZINC87427719	-7,4	255,189
ZINC93333121	-7,4	206,16
ZINC91726716	-7,4	285,329
ZINC91665711	-7,4	296,247
ZINC92181135	-7,4	293,239
ZINC93293882	-7,4	238,182
ZINC92786559	-7,4	281,225
ZINC91235599	-7,4	333,734
ZINC02356517	-7,4	298,264
ZINC92609350	-7,4	352,261
ZINC93406783	-7,4	217,159
ZINC93072872	-7,4	239,142
ZINC92074713	-7,4	336,313
ZINC94543914	-7,4	260,231
ZINC93704693	-7,4	233,163
ZINC87169266	-7,4	345,275
ZINC93908749	-7,4	352,666
ZINC93713786	-7,4	304,648
ZINC94924508	-7,4	257,231
ZINC13325803	-7,4	225,186
ZINC14269912	-7,4	342,164
ZINC25627434	-7,4	276,213
ZINC03846813	-7,4	239,189
ZINC00244330	-7,4	219,226
ZINC04351472	-7,4	339,106
ZINC33207091	-7,4	303,115
ZINC03567283	-7,4	251,2
ZINC40535341	-7,4	295,255
ZINC45913761	-7,4	293,309
ZINC32614420	-7,4	282,215
ZINC37289506	-7,4	258,193
ZINC02858646	-7,4	362,135
ZINC44895556	-7,4	278,209
ZINC03428183	-7,4	340,079
ZINC07010140	-7,4	387,6
ZINC19608974	-7,4	346,28
ZINC06047119	-7,4	353,294
ZINC45680685	-7,4	286,273
ZINC05239091	-7,4	301,265
ZINC47207875	-7,4	359,327
ZINC57125984	-7,4	338,707
ZINC69419334	-7,4	322,219
ZINC78246974	-7,4	238,206
ZINC73256461	-7,4	344,106
ZINC93072873	-7,4	239,142
ZINC78204648	-7,4	279,214
ZINC73782087	-7,4	263,215
ZINC72168697	-7,4	372,323
ZINC95512744	-7,4	308,229
ZINC72309020	-7,4	276,185
ZINC94881288	-7,4	266,237
ZINC06606914	-7,4	395,314
ZINC89199238	-7,4	303,257
ZINC76246184	-7,4	344,245
ZINC67791146	-7,4	358,7
ZINC81453463	-7,4	278,226
ZINC72245484	-7,4	290,237
ZINC37204096	-7,4	289,701
ZINC81259009	-7,4	318,295
ZINC80628940	-7,4	271,213
ZINC75747311	-7,4	269,196
ZINC79456262	-7,4	277,218
ZINC00804255	-7,4	289,232
ZINC91261257	-7,4	260,078
ZINC56044465	-7,4	349,346
ZINC74614206	-7,4	346,259
ZINC74872184	-7,4	346,264
ZINC55763907	-7,4	349,262
ZINC91884147	-7,4	279,278
ZINC91068405	-7,4	335,201
ZINC92138989	-7,4	212,187
ZINC89327372	-7,4	340,121
ZINC92553236	-7,4	269,649
ZINC93085873	-7,4	260,208
ZINC93735329	-7,4	357,152
ZINC92898333	-7,4	287,24
ZINC94675891	-7,4	215,167
ZINC93447626	-7,4	271,212
ZINC92930187	-7,4	343,26
ZINC93811524	-7,4	302,248
ZINC93399376	-7,4	280,289
ZINC94924509	-7,4	253,219
ZINC95051114	-7,4	255,195
ZINC94637660	-7,4	289,248
ZINC94684593	-7,4	272,67
ZINC12473018	-7,4	276,233
ZINC06370017	-7,4	258,24
ZINC09250274	-7,4	226,174
ZINC95517635	-7,4	299,225
ZINC94875054	-7,4	315,287
ZINC09089135	-7,4	411,356
ZINC24659440	-7,4	300,324
ZINC40513472	-7,4	238,226
ZINC32899432	-7,4	295,281
ZINC29789862	-7,4	328,67
ZINC42783793	-7,4	224,179
ZINC20119457	-7,4	339,272
ZINC72980813	-7,4	293,285
ZINC16187537	-7,4	386,775
ZINC72135232	-7,4	301,263
ZINC43264484	-7,4	292,204
ZINC22003275	-7,4	263,619
ZINC37108515	-7,4	240,605
ZINC41689332	-7,4	192,153
ZINC01362107	-7,4	301,262
ZINC04906850	-7,4	312,24
ZINC14977485	-7,4	352,241
ZINC37095421	-7,4	261,196
ZINC09571667	-7,4	325,215
ZINC19711528	-7,4	335,261
ZINC04842227	-7,4	290,642
ZINC05025927	-7,4	339,249
ZINC04702735	-7,4	379,405
ZINC13009781	-7,4	351,26
ZINC26397002	-7,4	460,749
ZINC59383521	-7,4	336,284
ZINC44069970	-7,4	215,174
ZINC39320420	-7,4	248,197
ZINC60572589	-7,4	250,04
ZINC71813840	-7,4	272,176
ZINC64590865	-7,4	334,245
ZINC71780544	-7,4	245,645
ZINC72195395	-7,4	249,121
ZINC67545357	-7,4	343,685
ZINC94703548	-7,4	232,178
ZINC06246605	-7,4	369,703
ZINC74546898	-7,4	298,281
ZINC76972601	-7,4	247,189
ZINC76063508	-7,4	334,297
ZINC42148511	-7,4	297,273
ZINC76507655	-7,4	298,258
ZINC01246892	-7,4	322,283
ZINC74215584	-7,4	289,232
ZINC13950205	-7,4	335,369
ZINC73920354	-7,4	319,235
ZINC00163059	-7,4	231,04
ZINC86499771	-7,4	188,165
ZINC78210352	-7,4	323,291
ZINC86526180	-7,4	189,173
ZINC52103030	-7,4	301,668
ZINC85469029	-7,4	268,635
ZINC85561300	-7,4	291,65
ZINC83058860	-7,4	242,193
ZINC76106605	-7,4	337,298
ZINC00300793	-7,4	324,227
ZINC83766358	-7,4	293,239
ZINC80518244	-7,4	276,658
ZINC85797290	-7,4	329,251
ZINC91918554	-7,4	254,224
ZINC91979530	-7,4	284,21
ZINC91967942	-7,4	318,249
ZINC90074798	-7,4	269,196
ZINC56904721	-7,4	333,239
ZINC48050898	-7,4	296,221
ZINC92640994	-7,4	343,23
ZINC93477526	-7,4	311,211
ZINC93383549	-7,4	300,259
ZINC92060877	-7,4	326,086
ZINC93318260	-7,4	326,27
ZINC93943206	-7,4	299,271
ZINC95391606	-7,4	339,269
ZINC16401645	-7,4	302,179
ZINC23535714	-7,4	314,239
ZINC73103419	-7,4	327,235
ZINC06158621	-7,4	260,188
ZINC19129431	-7,4	309,311
ZINC03846815	-7,4	325,259
ZINC16411239	-7,4	420,585
ZINC25803959	-7,4	314,236
ZINC85732109	-7,4	170,146
ZINC12345251	-7,4	457,379
ZINC02494397	-7,4	303,094
ZINC33757969	-7,4	412,344
ZINC35392050	-7,4	403,763
ZINC40937830	-7,4	356,296
ZINC05443539	-7,4	290,04
ZINC38669455	-7,4	340,231
ZINC44125623	-7,4	265,598
ZINC39563642	-7,4	322,283
ZINC00362950	-7,4	290,326
ZINC84774491	-7,4	332,221
ZINC46654106	-7,4	327,258
ZINC37272655	-7,4	216,199
ZINC69775730	-7,4	320,104
ZINC47021893	-7,4	355,148
ZINC07166216	-7,4	372,341
ZINC25795093	-7,4	315,265
ZINC71817287	-7,4	302,295
ZINC42136828	-7,4	355,256
ZINC72234521	-7,4	305,229
ZINC12921242	-7,4	314,236
ZINC06248078	-7,4	296,269
ZINC31900427	-7,4	204,208
ZINC71799761	-7,4	312,265
ZINC67301257	-7,4	425,283
ZINC73811679	-7,4	305,25
ZINC05239031	-7,4	362,328
ZINC73486949	-7,4	294,653
ZINC81259011	-7,4	318,295
ZINC33017226	-7,4	342,261
ZINC27751970	-7,4	260,235
ZINC84114119	-7,4	292,277
ZINC80946197	-7,4	284,19
ZINC08078888	-7,4	363,757
ZINC78030076	-7,4	310,292
ZINC82068010	-7,4	296,217
ZINC77472304	-7,4	336,258
ZINC86526181	-7,4	189,173
ZINC86357163	-7,4	185,185
ZINC08707209	-7,4	424,311
ZINC91752378	-7,4	302,245
ZINC89522192	-7,4	234,282
ZINC91352146	-7,4	255,21
ZINC93519491	-7,4	304,123
ZINC88573349	-7,4	322,662
ZINC88254092	-7,4	325,287
ZINC89777557	-7,4	298,215
ZINC89858106	-7,4	368,148
ZINC91662502	-7,4	288,239
ZINC09318020	-7,4	330,669
ZINC93925072	-7,4	236,162
ZINC09486098	-7,4	272,179
ZINC93618519	-7,4	242,216
ZINC91452559	-7,4	283,248
ZINC94352483	-7,4	263,259
ZINC90172891	-7,4	274,645
ZINC94063680	-7,4	302,087
ZINC91469888	-7,4	290,098
ZINC89327374	-7,4	340,121
ZINC93764403	-7,4	305,299
ZINC08967450	-7,4	471,903
ZINC95024272	-7,4	286,121
ZINC94739047	-7,4	277,246
ZINC91404239	-7,4	338,252
ZINC93735331	-7,4	310,269
ZINC94699598	-7,4	260,208
ZINC94730734	-7,4	231,193
ZINC93794174	-7,4	332,659
ZINC14035020	-7,4	335,302
ZINC13948106	-7,4	248,221
ZINC94637662	-7,4	289,248
ZINC12367070	-7,4	363,401
ZINC36972905	-7,4	284,615
ZINC05863993	-7,4	296,247
ZINC49521036	-7,4	314,15
ZINC37992213	-7,4	300,08
ZINC73493353	-7,4	306,641
ZINC84716953	-7,4	323,213
ZINC17482906	-7,4	366,139
ZINC95350951	-7,4	320,243
ZINC49548020	-7,4	294,212
ZINC59383523	-7,4	336,284
ZINC84202067	-7,4	302,228
ZINC60211808	-7,4	228,166
ZINC59464788	-7,4	256,288
ZINC88784565	-7,4	309,236
ZINC33911517	-7,4	380,585
ZINC44895558	-7,4	308,215
ZINC57793688	-7,4	292,199
ZINC19800474	-7,4	381,303
ZINC12534483	-7,4	330,306
ZINC00284553	-7,4	314,664
ZINC67545359	-7,4	343,685
ZINC90766784	-7,4	304,191
ZINC58304583	-7,4	334,267
ZINC91074109	-7,4	304,265
ZINC91235603	-7,4	303,233
ZINC46051372	-7,4	305,229
ZINC69807960	-7,4	259,244
ZINC54818986	-7,4	324,227
ZINC73738154	-7,4	252,146
ZINC58736149	-7,4	382,338
ZINC94924512	-7,4	253,219
ZINC70695056	-7,4	323,291
ZINC72828576	-7,4	290,214
ZINC68913126	-7,4	300,259
ZINC58289326	-7,4	320,243
ZINC75556994	-7,4	320,243
ZINC73723108	-7,4	330,141
ZINC15171122	-7,4	392,137
ZINC40173127	-7,4	420,237
ZINC77021853	-7,4	280,222
ZINC83687405	-7,4	275,63
ZINC80189395	-7,4	205,172
ZINC09867827	-7,4	339,269
ZINC79614363	-7,4	318,227
ZINC72147408	-7,4	334,247
ZINC08157906	-7,4	307,221
ZINC76840487	-7,4	291,246
ZINC74155466	-7,4	302,225
ZINC74841861	-7,4	288,266
ZINC78768514	-7,4	290,171
ZINC74558948	-7,4	303,294
ZINC80203047	-7,4	329,274
ZINC83766359	-7,4	293,239
ZINC80334657	-7,4	302,249
ZINC72841630	-7,4	325,235
ZINC80139352	-7,4	329,247
ZINC81437562	-7,4	301,194
ZINC79054524	-7,4	283,222
ZINC89702618	-7,4	258,24
ZINC88202006	-7,4	334,235
ZINC90035699	-7,4	214,183
ZINC85879854	-7,4	412,271
ZINC64667534	-7,4	310,293
ZINC90093991	-7,4	307,674
ZINC08967451	-7,4	419,826
ZINC89769071	-7,4	280,266
ZINC90115646	-7,4	289,252
ZINC09204296	-7,4	345,722
ZINC89097069	-7,4	339,292
ZINC91292868	-7,4	270,138
ZINC93383551	-7,4	300,259
ZINC93076876	-7,4	238,205
ZINC92386416	-7,4	252,211
ZINC92765132	-7,4	296,218
ZINC91445024	-7,4	302,228
ZINC93755375	-7,4	259,2
ZINC93318262	-7,4	326,27
ZINC93399379	-7,4	280,289
ZINC92381329	-7,4	300,224
ZINC94140444	-7,4	222,205
ZINC91227346	-7,4	302,248
ZINC94117407	-7,4	236,212
ZINC09763954	-7,4	324,3
ZINC75717951	-7,4	319,66
ZINC95406112	-7,4	328,697
ZINC32819931	-7,4	226,174
ZINC00371471	-7,4	222,158
ZINC09352283	-7,4	417,359
ZINC35250928	-7,4	277,057
ZINC00898095	-7,4	311,233
ZINC03165772	-7,4	306,26
ZINC01706074	-7,4	244,163
ZINC03281676	-7,4	302,051
ZINC04184248	-7,4	276,168
ZINC11663056	-7,4	362,304
ZINC02895892	-7,4	200,156
ZINC42783794	-7,4	219,182
ZINC03219916	-7,4	274,642
ZINC01210204	-7,4	363,717
ZINC22405695	-7,4	352,286
ZINC05054255	-7,4	293,218
ZINC37289510	-7,4	312,079
ZINC21106802	-7,4	351,28
ZINC46051373	-7,4	305,229
ZINC63225951	-7,4	320,648
ZINC32614423	-7,4	303,236
ZINC23434033	-7,4	401,721
ZINC72245488	-7,4	290,237
ZINC74558949	-7,4	255,192
ZINC73473378	-7,4	322,28
ZINC72168701	-7,4	289,232
ZINC38787166	-7,4	344,67
ZINC75375371	-7,4	213,175
ZINC72619281	-7,4	266,188
ZINC73885196	-7,4	292,248
ZINC73654384	-7,4	303,259
ZINC94999568	-7,4	248,223
ZINC73147457	-7,4	318,24
ZINC75095586	-7,4	338,306
ZINC02508710	-7,4	265,252
ZINC71289549	-7,4	355,24
ZINC46964441	-7,4	311,216
ZINC78950520	-7,4	238,185
ZINC74489463	-7,4	296,288
ZINC77609983	-7,4	241,185
ZINC93811528	-7,4	340,318
ZINC89769072	-7,4	280,266
ZINC08182307	-7,4	245,174
ZINC78298895	-7,4	328,285
ZINC47685790	-7,4	308,256
ZINC78187398	-7,4	314,236
ZINC77340513	-7,4	337,276
ZINC81104854	-7,4	333,734
ZINC81093473	-7,4	349,733
ZINC77789031	-7,4	314,325
ZINC92104398	-7,4	374,133
ZINC88561295	-7,4	224,182
ZINC85271508	-7,4	215,167
ZINC91339296	-7,4	259,654
ZINC90074801	-7,4	276,206
ZINC08113273	-7,4	349,733
ZINC94321108	-7,4	218,194
ZINC91352147	-7,4	255,21
ZINC94207563	-7,4	317,042
ZINC92817922	-7,4	254,271
ZINC90062798	-7,4	255,212
ZINC91261261	-7,4	213,195
ZINC77246734	-7,4	319,238
ZINC94395636	-7,4	317,119
ZINC80982546	-7,4	323,25
ZINC92060878	-7,4	326,086
ZINC93051990	-7,4	317,11
ZINC68904951	-7,4	309,223
ZINC00194870	-7,4	216,152
ZINC93191655	-7,4	332,729
ZINC91120931	-7,4	268,185
ZINC91605336	-7,4	302,251
ZINC95371814	-7,4	319,235
ZINC93413522	-7,4	325,268
ZINC93618520	-7,4	242,216
ZINC93524515	-7,4	242,193
ZINC95366373	-7,4	305,636
ZINC94543919	-7,4	261,239
ZINC92081140	-7,4	244,212
ZINC02345359	-7,4	433,72
ZINC90972437	-7,4	340,245
ZINC93355831	-7,4	281,206
ZINC72844264	-7,4	348,112
ZINC95446277	-7,4	279,234
ZINC19405973	-7,4	277,243
ZINC23490804	-7,4	307,082
ZINC36972907	-7,4	284,615
ZINC34126170	-7,4	279,235
ZINC32506063	-7,4	392,375
ZINC34956934	-7,4	257,205
ZINC02931118	-7,4	411,359
ZINC04058901	-7,4	349,167
ZINC01086292	-7,4	339,077
ZINC00120608	-7,4	203,18
ZINC36357304	-7,4	267,224
ZINC40645518	-7,4	265,164
ZINC00032489	-7,4	308,303
ZINC43480740	-7,4	370,117
